,id,instituicao,Programa,mun,titulo,autor,Defesa,biblioteca,grauAcademico,link
1228,4994948,UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,Sociologia,Dourados,À LUZ DA VELA: O ATIVISMO TRANSNACIONAL DA ANISTIA INTERNACIONAL DURANTE O REGIME MILITAR BRASILEIRO (1964-1985),CARLA CRISTINA VRECHE,2017-02-14,BIBLIOTECA CENTRAL DA UNIVERSIDADE FEDERAL DA GRANDE DOURADOS E ARQUIVO DO PPGS/UFGD,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=4994948
1229,3420093,UNIVERSIDADE FEDERAL DE SÃO CARLOS,LINGUÍSTICA,São Carlos,Memória discursiva da Ditadura no século XXI: visibilidades e opacidades democráticas,ISRAEL DE SA,2015-03-20,undefined,Doutorado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=3420093
1230,200340033002010103P3,UNIVERSIDADE DE SÃO PAULO,LINGÜÍSTICA,São Paulo,Araçá azul:uma análise semiótica,Peter Dietrich,2003-10-01,Biblioteca de Letras - FFLCH/USP,Mestrado,
1231,200319940001016009P0,UNIVERSIDADE FEDERAL DO PARANÁ,HISTÓRIA,CURITIBA,Instituto liberal: a defesa das leis de mercado no Paraná (1976-2002),EDERSON PRESTES SANTOS LIMA,2003-10-01,Biblioteca Central da UFPR,Mestrado,
1232,200330453001010012P1,UNIVERSIDADE DE BRASÍLIA,ECONOMIA,BRASÍLIA,Quatro Ensaios sobre Interações entre Política Fiscal e Monetária - Estudo de caso para o Brasil após o Plano Real,Marco Aurelio Bittencourt,2003-11-01,Biblioteca Central - BCE,Doutorado,
1233,2006423001011027P0,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,SERVIÇO SOCIAL,NATAL,DESAFIOS E LIMITES DA PRÁTICA POLÍTICA DO SINDICALISMO RURAL: um estudo de caso em São Paulo do Potengi/RN.,Denise Maria Melo da Silva,2006-08-01,Zila Mamede,Mestrado,
1234,20062791833003017001P2,UNIVERSIDADE ESTADUAL DE CAMPINAS,EDUCAÇÃO,CAMPINAS,Tecendo A Manhã: história do diretório central dos estudantes da Unicamp(1974/1982).,Mateus Camargo Pereira,2006-09-01,Biblioteca Central - UNICAMP,Mestrado,
1235,199924833002010028P1,UNIVERSIDADE DE SÃO PAULO,SOCIOLOGIA,São Paulo,Novas Relações Trabalhistas de Segurança e Saúde do Trabalhador desenvolvidas no Estado de São Paulo e no Brasil ,Rui de Oliveira Magrini,1999-12-01,Ciências Sociais,Doutorado,
1236,3618098,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,HISTÓRIA,Vitória,"Educação moral e cívica: entre comemorações e acusações, um projeto de pátria para o Brasil (ES - 1969-1975)",LOUISE STORNI VASCONCELOS DE ABREU,2016-06-10,Biblioteca Central da UFES,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=3618098
1237,2009432001010043P1,UNIVERSIDADE FEDERAL DE MINAS GERAIS,HISTÓRIA,BELO HORIZONTE,"JOGO DE EXTREMOS: FUTEBOL, CULTURA E POLÍTICA NO BRASIL
(1930-1978)
Tese",EUCLIDES DE FREITAS COUTO,2009-06-01,BIBLIOTECA DA FAFICH - UFMG,Doutorado,
1238,20028628001010026P1,UNIVERSIDADE FEDERAL DA BAHIA,MÚSICA,SALVADOR,Música problema ou solução? A canção de protesto e suas multiplicidades,Maggy Mendes Monteiro,2002-02-01,EMUS,Mestrado,
1239,20024933002010145P8,UNIVERSIDADE DE SÃO PAULO,CIÊNCIA AMBIENTAL,São Paulo,"Política e gestão ambiental: a audiência pública, uma nova fronteira no espaço-cidadão, período de 1988 a 2001.",Josilene Ticianelli Vannuzini Ferrer,2002-08-01,Biblioteca do I. G.,Mestrado,
1240,20121433002010001P6,UNIVERSIDADE DE SÃO PAULO,EDUCAÇÃO,São Paulo,Azanha e a democratização do acesso ao ensino: 1967-1970,Ariam José Ferreira de Castilho Cury,2012-07-01,FEUSP,Mestrado,
1241,20121432005016010P1,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,HISTÓRIA,JUIZ DE FORA,Narrativas preservacionistas na cidade: a trajetória da defesa do patrimônio histórico de Juiz de Fora através de manifestações populares na década de 1980,Fabiana Aparecida de Almeida,2012-09-01,BDTD/UFJF,Mestrado,
1242,20121521001014009P7,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ,HISTÓRIA,Teresina,Teresina (em) Cena: Apropriações Históricas no Espetáculo Teatral Itararé - a República dos desvalidos de Afonso Lima,Francisco Lopes da Silva Filho,2012-08-01,Biblioteca Comunitário Jornalista Carlos Castelo Branco,Mestrado,
1243,20121640001016016P7,UNIVERSIDADE FEDERAL DO PARANÁ,LETRAS,CURITIBA,"TEATRO AMADOR EM LÍNGUA ALEMÃ:
O GRUPO TEATRAL INDEPENDENTE DE CURITIBA (1948-1968).",Fernanda Luci Baukat Silveira,2012-06-01,CENTRAL,Mestrado,
1244,199928133005010006P0,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,CIÊNCIAS SOCIAIS,SÃO PAULO,Canta América sem Fronteiras: Imigrantes Latino-Americanos no Brasil.,Margherita Bonassi,1999-08-01,PUC/SP,Mestrado,
1245,19995052001016002P0,UNIVERSIDADE FEDERAL DE GOIÁS,HISTÓRIA,GOIÂNIA,O Irismo em Goiás (1965-1986): um estilo populista,Erland Bilac Alves Medeiros,1999-03-01,Biblioteca Central/UFG,Mestrado,
1246,200111933004030016P0,UNIVERSIDADE EST.PAULISTA JÚLIO DE MESQUITA FILHO,LETRAS (ESTUDOS LITERÁRIOS),SÃO PAULO,"A travessia nas margens: literatura e história em: Pessach: A Travessia, de Carlos Heitor Cony",Antonio Carlos Aleixo,2001-10-01,UNESP,Mestrado,
1247,200122333003017019P9,UNIVERSIDADE ESTADUAL DE CAMPINAS,HISTÓRIA,CAMPINAS,"O regime ditatorial militar no Amapá: terror, resistência e subordinação (1964-1974)",DORIVAL DA COSTA DOS SANTOS,2001-10-01,Instituto de Filosofia e Ciências Humanas - Unicamp,Mestrado,
1248,200125833005010013P7,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,PSICOLOGIA (PSICOLOGIA SOCIAL),SÃO PAULO,UMA BUSCA DE INSERÇÃO SOCIAL DA PSICANÁLISE: A PROPOSTA DO CURSO DE PSICANÁLISE DO INSTITUTO SEDES SAPIENTIAE,SUSY DE OLIVEIRA AMORIN DE CAMPOS,2001-10-01,PUC/SP,Mestrado,
1249,20051330001013017P5,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,HISTÓRIA,VITÓRIA,História e Cidadania: do acesso à justiça ao mandado de segurança,Katia Toríbio Laranja,2005-10-01,Biblioteca Central/UFES,Mestrado,
1250,20052131005012027P9,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,Design,Rio de Janeiro,Editora Civilização Brasileira: O design gráfico de um projeto editorial (1959-1970).,Ana Sofia Mariz,2005-06-01,Biblioteca Central,Mestrado,
1251,2009133009015067P1,UNIVERSIDADE FEDERAL DE SÃO PAULO,SAÚDE COLETIVA,SÃO PAULO,Controle Social em Saúde do Trabalhador e as Conferências Nacionais de Saúde,Solange Maria Ribeiro Flório,2009-05-01,Biblioteca Central da UNIFESP,Mestrado,
1252,6949098,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,COMUNICAÇÃO E SEMIÓTICA,São Paulo,“Antes que eu perca a cabeça”,WLADYR NADER,2017-09-14,PUC/SP,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6949098
1253,199910932001010001P7,UNIVERSIDADE FEDERAL DE MINAS GERAIS,EDUCAÇÃO,BELO HORIZONTE,QUARINHO-ARTE: UMA LEITURA DA REVISTA PERERÊ DE ZIRALDO,WELLINGTON TADEU SRBEK DE ARAÚJO,1999-11-01,FAE/UFMG; BIBLIOTECA UNIVERSITÁRIA; MEC-INEP,Mestrado,
1254,19998333003017017P6,UNIVERSIDADE ESTADUAL DE CAMPINAS,CIÊNCIA  POLÍTICA,CAMPINAS,As reformas neoliberais no ensino público paulista e o sindicalismo propositivo da APEOESP 1991-1998,Silvana Soares de Assis,1999-12-01,Biblioteca IFCH/UNICAMP - Boblioteca Central/UNICAMP,Mestrado,
1255,20101625001019015P8,UNIVERSIDADE FEDERAL DE PERNAMBUCO,HISTÓRIA,RECIFE,Sociabilidades letradas no Recife: a Revista de Estudos Universitários (1962  1964),Dimas Brasileiro Veras,2010-08-01,Biblioteca Central da UFPE,Mestrado,
1256,20101532001010043P1,UNIVERSIDADE FEDERAL DE MINAS GERAIS,HISTÓRIA,BELO HORIZONTE,"A voz (popular) que informa:  ecos de um discurso político nas páginas do Jornal dos Bairros 
(1976-1981)",Daniela Lacerda de Almeida,2010-12-01,BIBLIOTECA DA FAFICH E BIBLIOTECA DA UFMG,Mestrado,
1257,20102152001016004P2,UNIVERSIDADE FEDERAL DE GOIÁS,LETRAS E LINGUÍSTICA,GOIÂNIA,"O efeito do Real em Incidente em Antares, de érico Veríssimo: literatura e história",Glacy Magda de Souza Machado,2010-12-01,Biblioteca Central da UFG,Mestrado,
1258,6029666,UNIVERSIDADE FEDERAL DE GOIÁS,HISTÓRIA,Goiânia,SILENCIAMENTO E RESSIGNIFICAÇÃO DE ELEMENTOS DO PASSADO NA ESTRUTURA DA CONSCIÊNCIA HISTÓRICA: O CASO DA VILA 31 DE MARÇO EM INHUMAS-GO E SEUS EVENTOS “RITUALÍSTICOS”,DANIEL LUCAS DE JESUS OLIVEIRA,2017-12-14,Biblioteca Central da UFG,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6029666
1259,5062051,UNIVERSIDADE DE BRASÍLIA,ESTUDOS COMPARADOS SOBRE AS AMÉRICAS,Brasília,“Brachilenos” e outros recortes migratórios: elementos significativos da imigração brasileira em Santiago do Chile,IURI PIERONI DE LIMA,2017-03-10,undefined,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5062051
1260,6171149,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,HISTÓRIA,Rio de Janeiro,O General Apressado: Olímpio Mourão Filho e os antecedentes do golpe de 64 (1961-1964),ALMIR FERREIRA DE ALBUQUERQUE,2017-03-31,CCS/C,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6171149
1261,5054100,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,DIREITO,Rio de Janeiro,A “justiça de transição” no Brasil: o caso do Departamento de Ordem Política e Social (DOPS) do Rio de Janeiro,FERNANDA FERREIRA PRADAL,2017-08-24,Central da PUC-Rio,Doutorado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5054100
1262,5049731,UNIVERSIDADE DE SÃO PAULO,HISTÓRIA SOCIAL,São Paulo,"Pois é, pra quê: Sidney Miller e Sérgio Ricardo entre a crise e a transformação da MPB (1967-1974)",TIAGO ANTONIO BOSI CONCAGH,2017-04-27,undefined,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5049731
1263,6346818,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,HISTÓRIA COMPARADA,Rio de Janeiro,"O GTAR (GRUPO DE TRABALHOS ANDRÉ REBOUÇAS) NA UNIVERSIDADE FEDERAL FLUMINENSE: Memória social, intelectuais negros e a universidade pública - (1975/1995)",SANDRA MARTINS DA SILVA,2018-03-27,Biblioteca Marina São Paulo de Vasconcellos - IFCS / IH,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6346818
1264,6793002,UNIVERSIDADE DE SÃO PAULO,ESTÉTICA E HISTÓRIA DA ARTE,São Paulo,"Imagens de Gretta Sarfaty: fotografia, performance e gênero",NADIESDA CAROLINA DIMAMBRO CAPUCHINHO,2018-12-17,FFLCH-USP,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6793002
1265,6916750,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,HISTÓRIA,São Paulo,"TEATRO AMADOR PAULISTA (1963-1975): ORGANIZAÇÃO FEDERATIVA, FAZER TEATRAL E RESISTÊNCIA À DITADURA",MAURINEY EDUARDO VILELA,2018-04-06,PUC/SP,Doutorado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6916750
1266,200421831001017066P9,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,SERVIÇO SOCIAL,RIO DE JANEIRO,"ONGs: Desafios, Limites e Possibilidades",ERIKA SCHREIDER,2004-02-01,CFCH,Mestrado,
1267,20046731027016001P6,UNIVERSIDADE SEVERINO SOMBRA,HISTÓRIA,VASSOURAS,O  Corpo na História: a Educação Física em Volta Redonda de 1964 a 1985.,Silvio Henrique Vilela,2004-08-01,Biblioteca Central,Mestrado,
1268,200424841001010013P4,UNIVERSIDADE FEDERAL DE SANTA CATARINA,LITERATURA,FLORIANÓPOLIS,Ditadura e romance: as vozes de uma história sem fim,Iara de Oliveira,2004-12-01,BU / UFSC,Doutorado,
1269,20049353001010035P1,UNIVERSIDADE DE BRASÍLIA,POLÍTICA SOCIAL,BRASÍLIA,A Ideologia da Reforma do Estado Brasileiro no Período 1995/1998: Uma Perspectiva Crítica.,Paulo Martorelli Luz,2004-11-01,UnB,Mestrado,
1270,5016409,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( RIO CLARO ),EDUCAÇÃO MATEMÁTICA,Rio Claro,Ginásios Vocacionais: estudo narrativo de uma experiência educacional da década de 1960,MARIA ELIZA FURQUIM PEREIRA NAKAMURA,2017-04-03,IGCE/UNESP/Rio Claro,Doutorado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5016409
1271,5963065,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,HISTORIA,Montes Claros,SUBVERTENDO A MORALIDADE: CINEMA MARGINAL E CONTRACULTURA NO BRASIL (1969-1970) ,FABIO SANTIAGO SANTOS,2017-07-04,Biblioteca da Universidade Estadual de Montes Claros - UNIMONTES ,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5963065
1272,6299782,UNIVERSIDADE FEDERAL DE SANTA MARIA,EDUCAÇÃO,Santa Maria,UMA GENEALOGIA DO ENSINO DE QUÍMICA NO BRASIL,FERNANDA MONTEIRO RIGUE,2017-07-18,Biblioteca Central da UFSM,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6299782
1273,200629331001017066P9,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,SERVIÇO SOCIAL,RIO DE JANEIRO,"Direitos Humanos e clandestinidade: as várias faces do fenômeno dos anos
de chumbo aos dias atuais",ELISONETE RIBEIRO,2006-12-01,ESS,Mestrado,
1274,20082333002010033P5,UNIVERSIDADE DE SÃO PAULO,HISTÓRIA ECONÔMICA,São Paulo,"A arquitetura de uma crise: história e política econômica na Argentina, 1989-2002.",LUIZ EDUARDO SIMÕES DE SOUZA,2008-04-01,CAPH,Doutorado,
1275,135512,UNIVERSIDADE ESTADUAL DE CAMPINAS,TEORIA E HISTÓRIA LITERÁRIA,Campinas,"História, política e alegoria na prosa ficcional de Dyonelio Machado.",FERNANDO SIMPLICIO DOS SANTOS,2013-05-16,IEL,Doutorado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=135512
1276,3622016,UNIVERSIDADE ESTADUAL DE CAMPINAS,EDUCAÇÃO,Campinas,A resistência de uma escola: as interações dos discursos pedagógicos na Arquitetura do Grupo Escolar da Vila Castelo Branco.,RAYANE JESSICA ARANHA DA SILVA,2016-02-16,Biblioteca Central da Unicamp,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=3622016
1277,3667298,Universidade Federal de São João del-Rei,HISTÓRIA,São João del Rei,"FUTEBOL E DITADURA NA AMÉRICA DO SUL: Representações do uso político do esporte na série Memórias do Chumbo – O Futebol nos Tempos do Condor (Brasil, 1964 – 1978)",LUCAS TOLEDO GONCALVES,2016-03-16,Biblioteca da Universidade Federal de São João del Rei - Campus Dom Bosco,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=3667298
1278,4275421,UNIVERSIDADE DE SÃO PAULO,HISTÓRIA SOCIAL,São Paulo,"Uma cidade, várias narrativas: análise interpretativa das monografias premiadas do Concurso História de Bairros de São Paulo",VIVIANE PEDROSO DOMINGUES,2015-03-12,undefined,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=4275421
1279,20101431001017072P9,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,MÚSICA,RIO DE JANEIRO,Schola Cantorum do Rio de Janeiro: duas décadas de silêncio,MARCO AURELIO AMORELLI,2010-08-01,Biblioteca Alberto Nepomuceno,Mestrado,
1280,20103654133003017031P9,UNIVERSIDADE ESTADUAL DE CAMPINAS,TEORIA E HISTÓRIA LITERÁRIA,CAMPINAS,"""Os itinerários do desassossego: análise comparada da obra  contística de Haroldo Conti""",Giseli Cristina Tordin,2010-10-01,Biblioteca Central,Mestrado,
1281,3648480,UNIVERSIDADE FEDERAL DO MARANHÃO,HISTÓRIA,São Luís,Francisco Lindolfo Cordeiro na luta em defesa dos trabalhadores rurais do sertão cearense (1970-1978),ELINE EHRICH ALBUQUERQUE,2016-06-13,BIBLIOTECA CENTRAL UFMA,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=3648480
1282,20062633005010029P0,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,LITERATURA E CRÍTICA LITERÁRIA,SÃO PAULO,"A FIGURAÇÃO POÉTICO-ALEGÓRICA DA MORTE EM AS MENINAS, DE LYGIA FAGUNDES TELLES",MARIA DAS DÔRES PEREIRA SANTOS,2006-10-01,PUC/SP,Mestrado,
1283,20102324004014004P2,UNIVERSIDADE ESTADUAL DA PARAIBA,LITERATURA E INTERCULTURALIDADE,CAMPINA GRANDE,Macunaímas: intersemiose cinema literatura,Maria Zita Almeida Batista dos Santos,2010-05-01,Biblioteca Central da UEPB,Mestrado,
1284,2010333093016005P4,UNIVERSIDADE DE FRANCA,LINGÜÍSTICA,Franca,"OS PERCURSOS DOS ATORES LAVO, MUNDO E JANO: A enunciação e o enunciado em Cinzas do Norte",MÍRIAM MOSCARDINI,2010-02-01,UNIVERSIDADE DE FRANCA,Mestrado,
1285,200411653001010019P6,UNIVERSIDADE DE BRASÍLIA,COMUNICAÇÃO,BRASÍLIA,Embates e ?aberturas?: um estudo sobre a presença popular na cena e na tela brasileiras. Do teatro político da década de 1960 ao humor televisivo contemporâneo.,Rafael Litvin Villas Boas,2004-03-01,UnB,Mestrado,
1286,2011233002010212P7,UNIVERSIDADE DE SÃO PAULO,Meios e Processos Audiovisuais,São Paulo,"""A luta operária no cinema militante de Renato Tapajós""",Krishna Gomes Tavares,2011-12-01,Escola de Comunicações e Artes,Mestrado,
1287,20111328005015007P9,UNIVERSIDADE DO ESTADO DA BAHIA,HISTÓRIA REGIONAL E LOCAL,Salvador,"URBANIZAÇÃO, TRABALHADORES E SEUS INTERLOCUTORES NO LEGISLATIVO MUNICIPAL: ALAGOINHAS  BAHIA, 1948-1964.",MOISÉS LEAL MORAIS,2011-04-01,BIBLIOTECA DA UNEB,Mestrado,
1288,2488825,UNIVERSIDADE DO ESTADO DE MATO GROSSO,Línguística,Cáceres,"A LUTA PELA TERRA NA REGIÃO NORTE-ARAGUAIA NA DÉCADA DE 70: UM ESPAÇO DE CONFRONTOS, VERSÕES E INVERSÕES",JULIANY TEIXEIRA REIS,2015-07-20,Programa de Mestrado em Linguística,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2488825
1289,3902874,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,ESTUDOS DA LINGUAGEM,Natal,CAMINHOS DA MEMÓRIA NO ROMANCE A FORTALEZA DOS VENCIDOS,ROSEMARY DA SILVA ALVES,2016-07-29,undefined,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=3902874
1290,150664,UNIVERSIDADE FEDERAL DE MINAS GERAIS,ESTUDOS LINGÜÍSTICOS,Belo Horizonte,Conhecendo o discurso da une nos dias atuais: O éthos em foco,VALDIRECIA DE REZENDE TAVEIRA,2013-12-10,Biblioteca Universitária da UFMG,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=150664
1291,200712533002010119P7,UNIVERSIDADE DE SÃO PAULO,DIREITO,São Paulo,Processo penal dos crimes de imprensa,Denise Provasi Vaz,2007-01-01,Fac Dir USP,Mestrado,
1292,20074533005010001P9,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,"EDUCAÇÃO: HISTÓRIA, POLÍTICA, SOCIEDADE",SÃO PAULO,"Intelectuais, padrões de cientificidade e a escola como objeto de estudo: o lugar da produção e a produção do lugar em Luiz Pereira",NUBIA FERREIRA RIBEIRO,2007-05-01,PUC/SP,Doutorado,
1293,200243442001013001P5,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,EDUCAÇÃO,PORTO ALEGRE,"PROFISSÃO POLICIAL: EFEITOS DE SENTIDOS DE AMBIVALÊNCIA NOS DIZERES DOS ALUNOS-POLICIAIS (O QUE DIZEM, COMO DIZEM E POR QUE DIZEM?)",LEONIDAS ROBERTO TASCHETTO,2002-04-01,BIBLIOTECA SETORIAL DE EDUCAÇÃO,Mestrado,
1294,20022232006012012P0,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,HISTÓRIA,UBERLÂNDIA,Resistência e Revolução no Teatro: Arena conta movimentos libertários,michele soares,2002-02-01,UFU - Santa Mônica,Mestrado,
1295,20033327001016011P8,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,CIÊNCIAS SOCIAIS,São Cristóvão,A Construção do Desenvolvimento de Sergipe e o papel do CONDESE.,Dilson Menezes Barreto,2003-03-01,"BICEN, setorial do NPPCS",Mestrado,
1296,200332933002010114P5,UNIVERSIDADE DE SÃO PAULO,ARTES,São Paulo,Atravessando a ponte : a evolução do espaço cênico do Teatro Oficina (1958-1972).,Carlos Antonio Rahal,2003-04-01,Escola de Comunicações e Artes - USP,Mestrado,
1297,20072833024014015P3,UNIVERSIDADE PRESBITERIANA MACKENZIE,LETRAS,São Paulo,Aspectos lingüístico-discursivos nas canções de Chico Buarque de Holanda,Maria Camila Bedin,2007-12-01,Biblioteca George Alexander,Mestrado,
1298,20071851005018002P2,UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,HISTÓRIA,DOURADOS,ISTO É: OS DISCURSOS EM TORNO DA LENTA REDEMOCRATIZAÇÃO BRASILEIRA  (1976-1981),Selma Martins Duarte,2007-04-01,"Biblioteca da UFGD, CDR-UFGD e Biblioteca Nacional",Mestrado,
1299,20091631003010001P0,UNIVERSIDADE FEDERAL FLUMINENSE,EDUCAÇÃO,NITERÓI,"PELAS MÃOS DAS ORGANIZAÇÕES NÃO-GOVERNAMENTAIS: RESPONSABILIDADE SOCIAL EMPRESARIAL , EDUCAÇÃO E GERAÇÃO DE TRABALHO E RENDA",BÁRBARA CRISTINA FELISMINO DOS SANTOS,2009-07-01,BCG,Mestrado,
1300,2009733004030017P7,UNIVERSIDADE EST.PAULISTA JÚLIO DE MESQUITA FILHO/ARARAQUARA,SOCIOLOGIA,Araraquara,O CEBRAP COMO CENTRO DE REFERÊNCIA PARA AS CIÊNCIAS SOCIAIS NOS ANOS SETENTA,Katia Aparecida Baptista,2009-04-01,UNESP,Doutorado,
1301,20092733093016005P4,UNIVERSIDADE DE FRANCA,LINGÜÍSTICA,Franca,AS PAIXÕES E A CONSTRUÇÃO DO MITO EM ÓRFÃOS DO ELDORADO.,CLEVITON MACIEL MOURA MELO SILVA,2009-12-01,Universidade de Franca,Mestrado,
1302,20091042001013033P4,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,CIÊNCIA  POLÍTICA,PORTO ALEGRE,A relação dos PC's com o MDB-PMDB no cenário da transição e as eleições de 1982 no RS,CÉSAR ALESSANDRO SAGRILLO FIGUEIREDO,2009-08-01,BSCSH,Mestrado,
1303,20051931001017119P5,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,HISTÓRIA COMPARADA,RIO DE JANEIRO,Partido Socialista ou Partido dos Trabalhadores? Contribuição à História do Trotskismo no Brasil. A Experiência do Movimento Convergência Socialista.,MARCOS MOUTTA DE FARIAS,2005-03-01,Biblioteca do IFCS,Mestrado,
1304,200523832006012003P1,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,EDUCAÇÃO,UBERLÂNDIA,CRISTÓVAM BUARQUE E A UNB: A (RE)DEFINIÇAO DO PAPEL SOCIAL DA UNIVERSIDADE (1985-1989),Admario Luiz de Almeida,2005-03-01,UFU - Universidade Federal de Uberlândia,Mestrado,
1305,200532640001016016P7,UNIVERSIDADE FEDERAL DO PARANÁ,LETRAS,CURITIBA,A REINVENÇÃO DO PASSADO EM TROPICAL SOL DA LIBERDADE,Claudiomiro Vieira da Silva,2005-11-18,"BIBLIOTECA DO SETOR DE CIÊNCIAS HUMANAS, LETRAS E ARTES.",Mestrado,
1306,199829933002010033P5,UNIVERSIDADE DE SÃO PAULO,HISTÓRIA ECONÔMICA,São Paulo,A RECEPÇÃO DAS IDÉIAS DE GRAMSCI NO BRASIL.,LINCOLN FERREIRA SECCO,1998-02-01,CAPH - DEPTO. DE HISTÓRIA,Mestrado,
1307,20102231005012024P0,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,História Social da Cultura,Rio de Janeiro,"Revista Brasileira de Folclore: intelectuais, folclore e políticas culturais (1961-1976)",Ana Lorym Soares,2010-11-01,Biblioteca Central,Mestrado,
